AverageFactor	Abramis brama	Alburnoides bipunctatus	Alburnus alburnus 	Anguilla anguilla	Aspius aspius	Ballerus sapa 	Barbatula barbatula	Barbus barbus	Blicca bjoerkna	Carassius carassius	Carassius gibelio	Chalcalburnus chalcoides mento	Chondrostoma nasus	Cottus gobio	Cyprinus carpio	Esox  lucius	Eudontomyzon vladykovi	Gasterosteus aculeatus	Gobio gobio	Gymnocephalus baloni	Gymnocephalus cernua	Gymnocephalus schraetser	Hucho hucho	Ictalurus spp   ? 10  	Lampetra planeri	Lepomis gibbosus  ? 20  	Leucaspius delineatus  ? 10  	Leuciscus idus	Leuciscus leuciscus	Lota lota	Misgurnus fossilis	Neogobius melanostomus	Oncorhynchus mykiss	Perca fluviatilis	Phoxinus phoxinus	Ponticola kessleri	Proterorhinus semilunaris	Pseudorasbora parva 	Rhodeus amarus	Romanogobio uranoscopus	Romanogobio vladykovi	Rutilus rutilus	Rutilus virgo	Salmo trutta  lacustris	Salmo trutta fario	Salvelinus fontinalis	Sander lucioperca	Scardinius erythrophthalmus	Silurus glanis	Squalius cephalus	Telestes souffia	Thymallus thymallus	Tinca tinca	Vimba vimba	Zingel streber	Zingel zingel
Lech.3047	0	16,95652174	0	1,043478261	0	0	0,173913043	2,52173913	0	0	0	0	0	0	0,086956522	0,347826087	0	0	0	0	0	0	0,173913043	0	0	0	0	0	0	0	0	0	0	0,260869565	0	0	0	0	0	0	0	0,347826087	0	0	0,52173913	0	0	0	0	7,304347826	0	1	0	0	0	0
Lech.3047	0	48,48	0,08	0,24	0	0	0,24	1,84	0	0	0	0	0	0	0,48	0,08	0	0	0	0	0	0	0	0	0	0	0	0	0	0,08	0	0	0	0	0	0	0	0	0	0	0	1,2	0	0	0	0	0	0	0,16	10,88	0	1	0	0	0	0
Lech.3047	0	11,93333333	0	0,133333333	0	0	0,066666667	3,133333333	0	0	0	0	0	0	0,066666667	0,066666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,066666667	0	0	0	0	0	0	0	0,333333334	0	0	0,066666667	0	0	0	0	7,8	0	0	0	0	0	0
Lech.3047	0	19,57805907	0,421940929	1,097046414	0	0	0,084388186	10,21097047	0	0	0	0	0	0	0,168776371	0,337552743	0	0	0	0	0	0	0	0	0	0	0	0	0	0,168776371	0	0	0	0	0	0	0	0	0	0	0	1,350210971	0	0	0,168776372	0	0	0	0,5907173	29,62025316	0	5	0	0	0	0
Lech.3047	0,387596899	9,379844961	0,03875969	0,15503876	0	0	0	29,18604651	0	0	0	0	0	0	0,426356589	0,348837209	0	0	0	0	0	0	0	0	0	0	0	0,03875969	0	0,15503876	0	0	0	0,387596899	0	0	0	0	0	0	0	0,07751938	0	0	0,15503876	0	0	0	0,19379845	13,48837209	0	0,658914729	0	0	0	0
Lech.3095	0	0,125	2,875	0,8125	0	0	1,1875	0	0	0	0	0	0	0	0	0,5	0	0,75	0,125	0	0	0	0	0	0	0	0	0,25	0,3125	0	0	0	0	0,875	0	0	0	0	0	0	0	1,375	0	0	0,0625	0	0	0	0	2,4375	0	0	0	0	0	0
Lech.3095	1,24	0,08	35,92	0,16	0	0	0	0,08	0	0	0	0	0,04	0,04	0	3,2	0	0,24	0,16	0	0	0	0	0	0	0	0	0,2	0,68	0	0	0	0	0,6	0	0	0	0	0,04	0	0	44,04	0	0	0	0	0	0	0,04	5,64	0	0	0,36	0	0	0
Lech.3095	0,04	0	8	1	0	0	0,12	0,04	0	0	0	0	0	0	0	0,6	0	0	0,04	0	0	0	0	0	0	0	0	0,12	0,08	0,04	0	0	0	0,2	0	0	0	0	0	0	0	8	0	0	0,04	0	0	0	0,04	0,92	0	0	0,08	0	0	0
Lech.3095	0	0	0	0,4	0	0	0,2	1,56	0	0	0	0	0	0	0	0,36	0	0	0,16	0	0	0	0	0	0	0	0	0,08	0,08	0,04	0	0	0	0,4	0	0	0	0	0	0	0	1,56	0	0	0	0	0	0	0,04	1,44	0	0	0,04	0	0	0
Lech.3108	0	9,9	0	1,1	0	0	0,8	2,5	0	0	0	0	0	0	0	0	0	0	0,3	0	0	0	0	0	0	0	0	0,3	0	1	0	0	0	1,9	36,1	0	0	0	0	0,4	0	0,2	0	0	0,1	0	0	0	0	4,5	0	3	0	0	0	0
Lech.3108	0	1,4	0	0,3	0	0	1,7	0,1	0	0	0	0	0	0	0	0,1	0	0	0	0	0,2	0	0	0	0	0	0	0	0	0	0	0	0	0,3	50,7	0	0	0	0	0,7	0	0	0	0	0,1	0	0	0	0	0,4	0	5,1	0	0	0	0
Lech.96035	0	24	0,6	0,066666667	0	0	0,133333333	1,666666667	0	0	0	0	0,066666667	0,066666667	0	0,800000001	0	0	0,133333333	0	0	0	0	0	0	0	0	13,8	0	0,266666667	0	0	0,2	27,13333333	0	0	0	0	0	0	0	1,466666667	0	0	0,066666667	0	0	0	0	4,799999999	0	0	0,2	0	0	0
Lech.96035	0	38,96296296	0	0,074074074	0	0	0	0,888888889	0	0	0	0	0	0	0	0,518518518	0	0	0	0	0	0	0,074074074	0	0	0	0	0,148148148	0	0,074074074	0	0	0,148148148	3,481481481	0	0	0	0	0	0	0	0,222222222	0	0	0,074074074	0	0	0	0	1,925925926	0	2	0,37037037	0	0	0
Lech.96035	0	0,126582278	0,379746835	0	0	0	0	8,734177216	0	0	0	0	0	0	0	0,063291139	0	0	0	0	0	0	0,063291139	0	0	0	0	1,518987342	0	0	0	0	0,379746835	0,569620252	0	0	0	0	0	0	0	0,126582278	0	0	0,316455695	0	0	0	0	0,316455696	0	19	0	0	0	0
Lech.96035	0	86,06666667	0,066666667	0,066666667	0	0	3,666666666	12,26666667	0	0	0	0	0,066666667	0,066666667	0	0,133333334	0	0	0	0	0,066666667	0	0	0	0	0	0	0	0	7,533333333	0	0	0,4	0,466666667	0	0	0	0	0	0	0	7,333333333	0	0	0,266666667	0	0	0	0,066666667	1,600000001	0	3,4	0	0	0	0
Lech.96035	0,892857143	79,76190476	0	0,178571429	0	0	0,416666667	137,2619048	0	0	0	0	0	0	0,05952381	0,535714286	0	0	0	0	0	0	0	0	0	0	0	1,845238095	0	2,083333333	0	0	0,297619048	0,357142857	0	0	0	0	0	0	0	9,226190476	0	0	0,05952381	0	0	0	0,05952381	33,21428571	0	2,44047619	0	0	0	0
Leibi.42442	0,5	3	46,5	0	0	0	0	0,5	0	0	0	0	5,5	5,5	0,5	1	0	0	389	0	0	0	0	0	0	0	0	0	135,5	0	0	0	0	10,5	0	0	0	0	0	0	0	27	0	0	1	0	0	0	0	106	0	0	0	0	0	0
Leibi.42442	0	3	3,5	0	0	0	1	3	0	0	0	0	2	2	0	0	0	0	320	0	0	0	0	0	0	0	0	0	74,5	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	4,5	0	0	0	0	37	0	0	0	0	0	0
Leibi.42442	0	0	5,5	0,5	0	0	1,5	1	0	0	0	0	2,5	2,5	0	1	0	0	24	0	0	0	0	0	0	0	0	0	27	0	0	0	0	4	0	0	0	0	0	0	0	2,5	0	0	2,5	0	0	0	0	13	0	0	0	0	0	0
Leiblach.13388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leiblach.105741	0	0	0	0,5	0	0	10	21	0	0,5	0,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,5	18	0	0	0	0	14	3	0	0	0	0	0
Leiblach.105741	0	1,866666667	0	0,266666667	0	0	47,2	10,93333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,333333334	0	0	0	0	8,8	21,86666666	0	0	0	0	0
Leitzach.96771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	22,4	0	0	0	0	0	0	0	0	0	0	0
Leitzach.96771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,6	0	0	0	0	0	0	0	0	0	0	0	31,2	7,2	0	0	0	2	0	0	0	0	0	0
Lernerbach.31599	0	0	1	0	0	0	12	0	0	0	0	0	0,5	0,5	0	0,5	0	0	0	0	0	0	0	0	0	0	0	0	1,5	0	0	0	0	0	0	0	0	0,5	0	0	0	0	0	0	0	0	0	0	0	1,5	0	0	0	0	0	0
Lernerbach.31599	0	0	2	0	0	0	1,666666666	0	0	0	0	0	0,666666667	0,666666667	0	0,666666667	0	20	2,999999999	0	0	0	0	0	0	0	0	0	15,33333333	0	0	0	0	0,333333333	0	0	0	3	2	0	0	5,333333334	0	0	0	0	0	0	0	2,666666667	0	0	0	0	0	0
Lernerbach.31599	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,333333333	0,666666667	0	0	0	0	0	0	0	0	0	14,66666667	0	0	0	0	0	0	0	0	5	0	0	0	3,666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Litzeldorfer Bach.11940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0
Litzeldorfer Bach.11940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0
Lobach.114483	0	0	0	0	0	0	19,28571428	0,357142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72,85714285	0	0	0	0	2,5	0	4	0	0	0	0
Lochau.114434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	34,5	0	0	0	0	0	0	9	0	0	0	0
Lochau.114434	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0
Loisach.10900	0	2,666666667	0	0	0	0	0,266666667	10	0	0	0	0	0,133333333	0,133333333	0	0	0	0	0	0	0	0	0,266666667	0	0	0	0	0	0,533333333	5,466666667	0	0	0,133333333	0	0	0	0	0	0	0	0	0	0	0	0	0,133333333	0	0	0	6,799999999	0	2	0	0	0	0
Loisach.10900	0	3,795180723	0,542168675	0	0	0	0	1,987951807	0	0	0	0	0,722891566	0,722891566	0,361445783	0,180722892	0	0	0	0	0	0	0	0	0	0	0	0	3,43373494	12,8313253	0	0	1,626506024	0,542168675	0	0	0	0	0	0	0	1,445783133	0	0	0,180722892	0	0	0	0	15,54216867	0	4,156626506	0,180722892	0	0	0
Loisach.139488	0	0	0	0	0	0	0	3,178807947	0	0	0	0	0	0	0	0,132450331	0	0	0	0	0	0	0,132450331	0	0	0	0	0	0	2,781456954	0	0	16,68874172	0	3,443708609	0	0	0	0	0	0	0	0	0	1,19205298	0,132450331	0	0	0	4,635761589	0	25,29801325	0	0	0	0
Loisbach.67969	0	0	0	0	0	0	6,538461539	0	0	0	0	0	0	0	0	0,384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0,384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40,76923078	0	0	0	0	0	0	0	0	0	0	0
Loisbach.67969	0	0	0	0	0	0	0,769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25,38461539	0	0	0	0	0	0	0	0	0	0	0
Mailinger Bach.96509	0	0	6	3,6	0	0	0	0	0	0	0	0	0	0	0	0	0	22,4	14	0	0	0	0	0	0	0,4	0	0	25,2	0	0	0	0	4,4	0	0	0	2,4	5,6	0	0	14,4	0	0	0	0	0	0	0	34,4	0	0	0	0	0	0
Mailinger Bach.96509	0	0,666666667	0	2	0	0	0	0	0	0,666666667	0,666666667	0	0	0	0,666666667	0,666666667	0	43,33333333	0,666666667	0	0	0	0	0	0	0	0	0	31,33333333	0	0	0	0	9,333333333	0	0	0	0	4	0	0	15,33333334	0	0	2	0	0	0	0	81,33333333	0	0	0	0	0	0
Main.14483	0,32	0	23,36	4,16	0	0	0	0,16	0	0	0	0	0,32	0,32	0	2,72	0	0,16	16,48	0	0	0	0	0	1,28	0	0	0	16,96	1,12	0	0	0	4	0	0	0	0	0	0	0	22,4	0	0	0	0	0	0,32	0	3,2	0	3	0	0	0	0
Main.14483	0,707964602	0	95,92920354	5,840707964	0	0	0,17699115	1,238938052	0	0	0	0	0,530973451	0,530973451	0	3,185840708	0	0	8,318584071	0	0	0	0	0	1,415929203	0	0	0	14,51327434	1,415929203	0	0	0	4,247787611	0	0	0	0	0	0	0	993,2743363	0	0	2,300884956	0	0	0,707964602	0	17,34513275	0	6	0,17699115	0	0	0
Main.14483	0	0	32,04918033	1,06557377	0	0	0	2,049180327	0	0	0	0	0	0	0	1,8852459	0	0,245901639	10,32786885	0	0	0	0	0	0,081967213	0	0	0	11,14754098	0	0	0	0	3,68852459	0	0	0	0	0	0	0	30,57377049	0	0	0,491803278	0	0	0,081967213	0	10,65573771	0	0	0	0	0	0
Main.14483	0,2	0	15,2	8,2	0	0	1	3,2	0	0	0	0	3,8	3,8	0	2,8	0	3,8	46,4	0	0	0	0	0	11,2	0	9,6	0	21	1,6	0	0	0	9	0	0	0	1	4,4	0	0	59,4	0	0	1,4	0	0	0,6	0	19,6	0	2,6	0,2	0	0	0
Main.15197	1,36	0	182,4	0,48	0	0	0	0,88	0	0	0	0	0,08	0,08	0	1,52	0	0	1,6	0	0	0	0	0	0	0	0	0	0,16	0	0	0	0	1,12	0	0	0	0	0	0	0	7,12	0	0	0	0	0	0,4	0	0,56	0	0	0,16	0	0	0
Main.15197	3,52	0	117,36	3,12	0	0	0,24	6,24	0	0	0	0	1,04	1,04	0,08	2,4	0	0	5,44	0	0	0	0	0	0	0	0	0	0,64	0	0	0	0,24	10,8	0	0	0	0	0	0	0	53,2	0	0	0,56	0	0	0,56	0,08	4,88	0	0	0,48	0	0	0
Main.15197	1,214285713	0	187,6428571	2,785714286	0	0	0	4,214285714	0	0	0	0	0,5	0,5	0,357142857	1,928571428	0	0	4,857142857	0	0	0	0	0	0	0	0	0	2,142857143	0	0	0	0	29,35714286	0	0	0	0	0	0	0	39,5	0	0	0,5	0	0,071428571	1,214285714	0	6,285714286	0	1	0,428571428	0	0	0
Main.15197	0,909090909	0	65,36363636	8,363636364	0	0	0,181818182	7,818181818	0	0	0	0	0	0	0,090909091	1,272727273	0	0	8,909090909	0	0	0	0	0	0	0	0	0	3,454545455	0	0	0	0	35,45454545	0	0	0	0,272727273	0	0	0	182,0909091	0	0	0,090909091	0	0,363636364	1,636363636	0	7,181818182	0	0,363636364	0,363636364	0	0	0
Main.15963	0,333333334	0	47,46666667	13,93333333	0,2	0	0	0,866666666	0	0	0	0	0	0	0	2,333333333	0	0	0	0	0	0	0	0	0	0	0	0	0,666666666	0	0	0	0	24,06666667	0	0	0	0	0	0	0	27,6	0	0	0	0	0,066666667	0	0,333333333	1,333333334	0	0	0,066666667	0	0	0
Main.15963	0,333333333	0	9,466666667	9,866666667	0	0,6	0	1,066666667	0	0	0	0	0,2	0,2	0,066666667	0,666666667	0	0,066666667	0,2	0	0,266666667	0	0	0	0	0	0	0	0,4	0	0	0	0	4,266666667	0	0	0,333333333	0	0	0	0	4,333333334	0	0	0	0	0,066666667	0	0,266666667	1,866666667	0	0	0,066666667	0	0	0
Main.15963	0,142857143	0	27,14285714	12	0,142857142	0	0	3,499999999	0	0	0	0	0,357142857	0,357142857	0,214285714	0,785714286	0	0	0,428571428	0	0	0	0	0	0	0	0	0	0,285714286	0	0	0	0	8,357142857	0	0	1,071428571	0	0	0	0	6,642857142	0	0	0	0	0,142857143	0	0,142857142	2,857142857	0	0	0,142857143	0	0	0
Main.15963	2,4	0	115,3	12,1	1,2	0	0	2	0,1	0	0	0	0	0	0,4	2	0	0	0	0	0	0	0	0	0	0	0	0	0,5	0,1	0	0	0	16,8	0	0	2,2	0,7	0	0	0	11,5	0	0	0	0	0,4	0	1,1	13,5	0	0	0,3	0	0	0
Main.15963	4,2	0	37,5	12,15	0	0	0	1,2	0	0	0	0	0	0	0	2,25	0	0	1,95	0	0,3	0	0	0	0	0	0	0	2,4	0	0	0	0	79,35	0	0	0	0	0	0	0	38,85	0	0	0	0	0,6	0	0,3	9,45	0	0	0,6	0	0	0
Main.19268	1,36	0	10	11,28	2,4	0	0	0,32	0	0	0	0	0,16	0,16	0	0,96	0	0	0	0	0	0	0	0	0	0	0	0,32	2,72	0,16	0	0	0	7,12	0	0	0	0,08	0	0	0	25,12	0	0	0	0	0,8	0,08	0	6,56	0	0	0,08	0	0	0
Main.19268	1,266666667	0	28,73333334	2,8	0,066666667	0	0	0,2	0	0	0	0	0,066666667	0,066666667	0	0,6	0	0,066666667	0,2	0	0,2	0	0	0	0	0	0	0,066666667	12,06666667	0	0	0	0	10,86666667	0	0	0,533333334	0	0	0	0	2,2	0	0	0	0	0	0	0	0	0	0	0,066666667	0	0	0
Main.19268	32,4	0	0,466666667	15,66666667	0,866666667	0	0	0,133333333	0	0	0	0	0,2	0,2	0,066666667	0,4	0	0	0,066666667	0	1,4	0	0	0,066666667	0	0	0	0	1,266666666	0	0	0	0	7,333333334	0	0	5,066666667	0	0	0	0	7	0	0	0,133333333	0	0,2	0	0,333333334	3,466666666	0	0	0,333333333	0	0	0
Main.19268	1,6	0	0,4	16	0,2	0	0	0,066666667	0	0	0	0	0	0	0	0,133333333	0	0	0	0	0	0	0	0	0	0	0	0,266666667	1,2	0	0	93,6	0	7,266666667	0	0	0,4	0	0	0	0	3,933333334	0	0	0	0	0	0	0,6	2,266666667	0	0	0	0	0	0
Main.19268	0,649350649	0,909090909	22,27272727	21,23376623	0	0	0	0,064935065	0	0	0	0	0	0	0	0,12987013	0	0	0,064935065	0	0	0	0	0	0	0	0	0,38961039	5,324675325	0,324675325	0	0	0	40,51948052	0	0	0	0	0	0	0	35,90909091	0	0	0	0	0,25974026	0,38961039	0,064935065	2,402597403	0	0	0,519480519	0	0	0
Main.19417	0,209059233	0	0,209059233	47,10801394	0	0,069686411	0	0	0	0	0	0	0	0	0	0,55749129	0	0	0,139372822	0	0,209059233	0	0	0	0	0	0	0	1,114982579	0	0	5,923344948	0	12,26480836	0	1,184668989	0,139372822	0,069686411	0	0	0	15,33101046	0	0	0	0	0	0	0,278745644	0	0	0	0,348432055	0	0	0
Main.19417	0,133333333	0	0	25,53333333	0	0	0	0	0	0	0	0	0,066666667	0,066666667	0	0,066666667	0	0	0	0	0	0	0	0	0	0	0	0,2	0,733333333	0,133333334	0	16,33333334	0	2,466666667	0	0,6	1,466666667	0	0	0	0	2,866666666	0	0	0	0	0	0	0,266666667	0	0	0	0,133333333	0	0	0
Main.19417	0,133333334	0	0	32,46666667	0,066666667	0	0	0	0	0	0	0	0	0	0	0,333333334	0	0	0	0	0	0	0	0	0	0	0	0,333333333	5,666666667	0,2	0	29,86666667	0	14,4	0	0,266666667	4,066666667	0	0	0	0	16,06666666	0	0	0,066666667	0	0	0	0,066666667	0,4	0	0	0	0	0	0
Main.19749	0,133333334	0	26,86666667	3,066666667	0,533333333	0	0	1,133333333	0	0	0	0	0	0	0	0,533333334	0	0	1	0	1	0	0	0	0	0	0	0,533333334	2,533333333	0,266666666	0	0	0	18,86666667	0	0,133333334	0,4	0	0	0	0	54	0	0	0	0	0,2	0	0,066666667	2,400000001	0	0	0	0	0	0
Main.19749	1,533333333	0	74,2	18,66666667	1,133333333	0	0	0,666666667	0	0	0	0	0,4	0,4	0,066666667	0,666666667	0	0	0,4	0	0,066666667	0	0	0	0	0	0	5,666666667	4,066666667	0	0	0	0	12,4	0	22,2	0,266666666	0	0	0	0	85,86666667	0	0	0	0	0,133333334	0	0,133333334	1,599999999	0	0	0	0	0	0
Main.19749	0,600000001	0	9,133333333	20,93333333	0,999999999	0	0	0,866666667	0,133333334	0	0	0	0	0	0,133333333	0,866666667	0	0	0	0	0	0	0	0	0	0	0	0,8	0,333333334	0	0	0,866666667	0	3,133333334	0	0,933333334	0,266666667	0	0	0	0	54,86666666	0	0	0	0	0,066666667	0,2	0,2	0,533333334	0	0	0	0	0	0
Main.19749	0,666666666	0	4,066666667	5,333333333	0,266666667	0	0	0,133333334	0,2	0	0	0	0,266666667	0,266666667	0,2	0,533333334	0	0	0,333333333	0	0	0	0	0	0	0	0	2	0,6	0,133333333	0	24,8	0	9,466666667	0	4,066666667	1,2	0	0	0	0	73,60000001	0	0	0	0	0	0,066666667	0,066666667	1,333333334	0	0	0,4	0	0	0
Main.20256	0	0	3,533333333	4,133333333	0,266666666	0	0	0,066666667	0	0	0	0	0,066666667	0,066666667	0	0,066666667	0	0	0,933333334	0	2,533333334	0	0	0	0	0	0	1,466666666	10,26666667	0,066666667	0	0	0	1,466666667	0	1	0,266666666	0	0	0	0	1,2	0	0	0	0	0,066666667	0	0,066666667	0	0	0	0	0	0	0
Main.20256	0,066666667	0	0,2	5,2	0,066666667	0	0	0	0	0	0	0	0	0	0	0,066666667	0	0	0	0	0,933333333	0	0	0	0	0	0	0,600000001	10,53333333	0,4	0	0	0	1,466666666	0	0,266666667	0,4	0	0	0	0	0,400000001	0	0	0	0	0,066666667	0	0	0,066666667	0	0	0	0	0	0
Main.20256	0	0	1,333333334	7	0	0	0	0	0	0	0	0	0	0	0	0,133333333	0	0	0	0	3,466666667	0	0	0	0	0	0	0,4	0,466666666	0,666666667	0	0	0	5,733333334	0	3,333333333	0	0	0	0	0	0,133333334	0	0	0	0	0	0	0,533333333	0,066666667	0	0	0	0	0	0
Main.20256	0,4	0	5,4	14,4	1,333333333	0	0	0	0	0	0	0	1,066666667	1,066666667	0,2	0,066666667	0	0	0	0	0	0	0	0	0	0	0	4,066666667	1,066666667	0	0	0	0	0,333333334	0	1,933333334	1,933333334	0,066666667	0	0	0	5,333333333	0	0	0	0	0	0,066666667	0,133333334	1,533333334	0	0	0	0	0	0
Main.20256	0	0	26,2	5,666666667	0	0	0	0	0	0	0	0	0,2	0,2	0,266666667	0,333333333	0	0	0	0	0	0	0	0	0	0	0	0,933333333	0,8	0	0	0	0	5,333333333	0	0	0	0,066666667	0	0	0	17,66666667	0	0	0	0	0	0,133333333	0	0,533333333	0	0	0,066666667	0	0	0
Main.21413	0,12345679	0	2,407407407	16,66666667	11,11111111	0	0	0,12345679	0,061728395	0	0	0	0,49382716	0,49382716	0,061728395	0,24691358	0	0	0,24691358	0	0	0	0	0	0	0	0	15,18518518	46,17283951	0	0	0	0	0,12345679	0	2,716049382	0	0	0	0	0	8,703703703	0	0	0	0	0	0	0,308641975	2,777777778	0	0	0	0	0	0
Main.21413	0,066666667	0	0,533333334	24,6	0,2	0	0	0,066666667	0	0	0	0	0,266666667	0,266666667	0	0,066666667	0	0	0	0	0,066666667	0	0	0	0	0	0	0,133333333	4	0	0	0	0	0,333333333	0	5,133333333	1,866666667	0	0	0	0	5,8	0	0	0,066666667	0	0,133333334	0	0,266666667	1,133333334	0	0	0	0	0	0
Main.21413	0	0	1,4	14,4	0,066666667	0	0	0	0	0	0	0	0,933333334	0,933333334	0,2	0	0	0	0,066666667	0	0,066666667	0	0	0	0	0	0	0,466666667	7,466666666	0	0	9	0	0,066666667	0	11,2	1,066666666	0	0	0	0	6,733333333	0	0	0	0	0	0,133333334	0,2	1,466666666	0	0	0,133333334	0	0	0
Main.22138	0	0	84,4	3	25,86666667	0	0	0,2	0	0	0	0	0,666666667	0,666666667	0	0	0	0	0,266666667	0	0,2	0	0	0	0	0	0	22,73333333	39,6	0	0	0	0	0	0	2,733333333	0	0,066666667	0	0	0	5,4	0	0	0	0	0,066666667	0	0	1,533333333	0	0	0	0	0	0
Main.22138	0	0	0,666666667	8,8	0,2	0	0	0,133333334	0	0	0	0	0,466666667	0,466666667	0	0	0	0	0,066666667	0	0,066666667	0	0	0	0	0	0	1	0,266666667	0	0	0,133333334	0	0	0	5,266666667	1,4	0	0	0	0	1,933333333	0	0	0	0	0	0	0	4,4	0	0	0	0	0	0
Main.22138	0	0	2,466666667	11	0,133333333	0	0	0	0	0	0	0	0,733333333	0,733333333	0	0,466666667	0	0,066666667	0	0	0,2	0	0	0	0	0	0	2,933333334	0,933333333	0	0	35	0	0	0	5,733333334	1	0	0	0	0	3,733333333	0	0	0,133333334	0	0	0	0	3,333333333	0	0	0	0,2	0	0
Main.22559	0	0	2,4	3,333333333	1,466666667	0,266666667	0	0	0	0	0	0	1,133333333	1,133333333	0	0	0	0	2,4	0	0,066666667	0	0	0	0	0	0	0,6	6,266666667	0	0	0	0	1,133333334	0	0,133333334	0,333333333	0	0	0	0	3,733333334	0	0	0	0	0,4	0,200000001	0,066666667	0,333333333	0	0	0	0	0	0
Main.22559	0	0	1,466666666	2,266666666	0,4	0	0	0	0	0	0	0	0	0	0	0	0	0	0,066666667	0	1,666666666	0	0	0	0	0	0	2,866666666	0,666666666	0	0	0	0	3,133333334	0	6,066666667	0,6	0	0	0	0	2,066666666	0	0	0	0	0,2	0,2	0,066666667	0,733333334	0	0	0	0	0	0
Main.22559	0	0	0,599999999	5,2	0	0	0	0	0	0	0	0	0,066666667	0,066666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,133333333	0	0	0	0	0,333333333	0	3,6	0,133333333	0	0	0	0	0,6	0	0	0	0	0	0,6	0	0,466666667	0	0	0,2	0	0	0
Main.22559	0	0	0,933333333	8,066666667	0,4	0	0	0	0	0	0	0	0,333333334	0,333333334	0,133333333	0	0	0	0	0	0,133333333	0	0	0	0	0	0,133333333	1,533333334	0,533333333	0	0	32,8	0	0,066666667	0	3,2	0,066666667	0	0	0	0	2,266666666	0	0	0	0	0	0	0	0,533333333	0	0	0	0	0	0
Main.22559	0,266666667	0	18	3,3	0	0	0	0	0	0	0	0	0,166666667	0,166666667	0,066666667	0	0	0	0	0	0	0	0	0	0	0	0,033333333	0,366666667	0,633333333	0	0	0	0	1,1	0	0	0	0,066666667	0	0	0	1,8	0	0	0	0	0,166666667	0,2	0	1,466666667	0	0	0	0	0	0
Maisach.96718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,263157895	0,263157895	0	12,89473684	2,631578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,631578947	0	0	15,78947369	0	0	0	0	0	0	15,15789474	0	0	0	0
Maisach.96718	0	0	0	0,263157895	0	0	6,052631578	0	0	0	0	0	0	0	0	0	0	8,947368421	5,52631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18,15789474	0	0	0	1,315789474	0	0	11,31578947	0	0	0	0	0,263157895	0	3	0	0	0	0
Maisach.96718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,666666667	0	0	0	0,333333333	0	0	0	0	0	0	36,33333334	0	0	0	0	4,666666666	0	14	0	0	0	0
Maisinger Bach.67547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,5	3	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	6,5	0	0	0	0	0	0
